artist_name,e.country,e.country_3,e.startdate,num_exhibitions
Charles Doudelet,BE,BEL,1912,2
Charles Doudelet,IT,ITA,1906,5
Charles Dufresne,BE,BEL,1909,18
Charles Dufresne,BE,BEL,1913,2
Charles Dunlop Tracy,GB,GBR,1908,10
Charles Dunlop Tracy,GB,GBR,1909,6
Charles Dunlop Tracy,GB,GBR,1911,2
Charles E. Bentley,GB,GBR,1909,4
Charles Emmanuel Serret,FR,FRA,1907,2
Charles Emmanuel Serret,US,USA,1913,9
Charles Ernest Butler,GB,GBR,1909,6
Charles Ezekiel Polowetski,FR,FRA,1906,4
Charles Ezekiel Polowetski,GB,GBR,1909,6
Charles Ezekiel Polowetski,GB,GBR,1911,6
Charles Fayod,IT,ITA,1906,2
Charles Fouqueray,BE,BEL,1913,2
Charles Fouqueray,FR,FRA,1912,2
Charles François Daubigny,AT,AUT,1912,1
Charles François Daubigny,BE,BEL,1910,6
Charles François Daubigny,DE,DEU,1907,14
Charles François Daubigny,DE,DEU,1908,3
Charles François Daubigny,DE,DEU,1910,5
Charles François Daubigny,DE,DEU,1911,1
Charles François Daubigny,DE,DEU,1912,8
Charles François Daubigny,DE,DEU,1914,5
Charles François Daubigny,FR,FRA,1907,14
Charles François Daubigny,GB,GBR,1913,2
Charles François Daubigny,HU,HUN,1909,6
Charles François Daubigny,HU,HUN,1913,1
Charles François Daubigny,RU,RUS,1912,7
Charles François Sellier,FR,FRA,1912,2
Charles Frederic Ulrich,DE,DEU,1905,3
Charles Frederick Goldie,GB,GBR,1908,10
Charles Fréchon,FR,FRA,1905,2
Charles Fréchon,FR,FRA,1906,2
Charles Fréchon,FR,FRA,1908,4
Charles Frédéric Lauth,CH,CHE,1906,2
Charles Frédéric Lauth,DE,DEU,1907,4
Charles Frédéric Lauth,FR,FRA,1907,4
Charles Frédéric Lauth,FR,FRA,1912,2
Charles Gabriel Blétel,FR,FRA,1908,2
Charles Genge,GB,GBR,1914,2
Charles Genge,GB,GBR,1915,2
Charles Genty,FR,FRA,1905,12
Charles Genty,FR,FRA,1906,11
Charles Ginner,FR,FRA,1912,3
Charles Ginner,GB,GBR,1908,10
Charles Ginner,GB,GBR,1911,14
Charles Ginner,GB,GBR,1912,4
Charles Ginner,GB,GBR,1913,10
Charles Ginner,GB,GBR,1914,51
Charles Ginner,GB,GBR,1915,13
Charles Giron,DE,DEU,1905,3
Charles Giron,IT,ITA,1908,2
Charles Goldsborough Anderson,GB,GBR,1909,6
Charles Green,HU,HUN,1909,4
Charles Greville Morris,GB,GBR,1908,10
Charles Guilloux,FR,FRA,1906,2
Charles Guilloux,FR,FRA,1907,18
Charles Guilloux,FR,FRA,1910,2
Charles H. H. Burleigh,GB,GBR,1908,10
Charles H. H. Burleigh,GB,GBR,1909,6
Charles H. Mackie,IT,ITA,1909,2
Charles H. Mackie,IT,ITA,1910,2
Charles H. Mackie,NL,NLD,1912,4
Charles H. Mackie,US,USA,1905,1
Charles H. Mackie,US,USA,1914,1
Charles H. Pepper,US,USA,1913,12
Charles H. Woodford,GB,GBR,1911,2
Charles Harold Davis,IT,ITA,1909,2
Charles Harold Davis,US,USA,1910,2
Charles Harold Davis,US,USA,1911,2
Charles Harold Davis,US,USA,1912,1
Charles Harold Davis,US,USA,1913,3
Charles Harold Davis,US,USA,1914,1
Charles Haslewood Shannon,AT,AUT,1909,22
Charles Haslewood Shannon,DE,DEU,1905,3
Charles Haslewood Shannon,DE,DEU,1906,2
Charles Haslewood Shannon,FR,FRA,1912,2
Charles Haslewood Shannon,HU,HUN,1905,2
Charles Haslewood Shannon,HU,HUN,1909,4
Charles Haslewood Shannon,IT,ITA,1909,2
Charles Haslewood Shannon,IT,ITA,1910,2
Charles Haslewood Shannon,IT,ITA,1912,2
Charles Haslewood Shannon,NL,NLD,1912,1
Charles Haslewood Shannon,US,USA,1910,1
Charles Haslewood Shannon,US,USA,1913,5
Charles Hawthorne,IT,ITA,1909,2
Charles Hawthorne,US,USA,1905,3
Charles Hawthorne,US,USA,1910,1
Charles Hawthorne,US,USA,1911,2
Charles Hawthorne,US,USA,1912,1
Charles Hawthorne,US,USA,1913,3
Charles Hawthorne,US,USA,1914,1
Charles Henri Charlier,GB,GBR,1909,4
Charles Henri Pille,FR,FRA,1905,2
Charles Henri Willems,BE,BEL,1909,14
Charles Henri Willems,BE,BEL,1910,10
Charles Henri Willems,BE,BEL,1911,10
Charles Henry Baskett,GB,GBR,1910,2
Charles Henry Collins Baker,GB,GBR,1908,8
Charles Henry Collins Baker,GB,GBR,1909,1
Charles Henry Collins Baker,GB,GBR,1910,4
Charles Henry Collins Baker,GB,GBR,1912,2
Charles Henry Collins Baker,GB,GBR,1913,4
Charles Henry Collins Baker,GB,GBR,1914,4
Charles Henry Collins Baker,GB,GBR,1915,4
Charles Henry Ebert,US,USA,1910,2
Charles Henry Ebert,US,USA,1914,1
Charles Henry Fromuth,US,USA,1905,2
Charles Henry White,US,USA,1910,1
Charles Henry White,US,USA,1912,1
Charles Henry White,US,USA,1914,1
Charles Herbert Woodbury,IT,ITA,1909,2
Charles Herbert Woodbury,US,USA,1905,1
Charles Herbert Woodbury,US,USA,1910,2
Charles Herbert Woodbury,US,USA,1911,2
Charles Herbert Woodbury,US,USA,1912,2
Charles Herbert Woodbury,US,USA,1913,1
Charles Herbert Woodbury,US,USA,1914,1
Charles Hermans,BE,BEL,1913,34
Charles Hermans,DE,DEU,1905,3
Charles Hermans,DE,DEU,1908,4
Charles Hermans,IT,ITA,1905,4
Charles Heyman,BE,BEL,1914,6
Charles Heyman,NL,NLD,1912,3
Charles Holroyd,IT,ITA,1909,4
Charles Houben,BE,BEL,1913,1
Charles Houben,BE,BEL,1914,4
Charles Houben,IT,ITA,1909,4
Charles Houssard,BE,BEL,1914,2
Charles Houssard,GB,GBR,1915,2
Charles Huard,BE,BEL,1913,1
Charles Huard,FR,FRA,1910,10
Charles Huard,FR,FRA,1911,1
Charles J. Palmie,DE,DEU,1906,9
Charles J. Palmie,DE,DEU,1908,2
Charles J. Palmie,FR,FRA,1906,16
Charles J. Palmie,GB,GBR,1906,1
Charles J. Palmie,GB,GBR,1908,2
Charles J. Palmie,HU,HUN,1905,2
Charles J. Palmie,IT,ITA,1905,2
Charles J. Palmie,IT,ITA,1907,4
Charles J. Palmie,IT,ITA,1908,3
Charles J. Palmie,IT,ITA,1909,2
Charles J. Stockoe,GB,GBR,1908,6
Charles J. Stockoe,GB,GBR,1911,6
Charles J. Tabley,GB,GBR,1914,1
Charles Jacquemot,FR,FRA,1913,18
Charles Jacquet,GB,GBR,1915,1
Charles James Lauder,IT,ITA,1910,2
Charles Jean Coussediere,FR,FRA,1907,8
Charles Jeannierat,IT,ITA,1910,4
Charles John Holmes,FR,FRA,1912,1
Charles John Holmes,GB,GBR,1905,10
Charles John Holmes,GB,GBR,1906,12
Charles John Holmes,GB,GBR,1907,8
Charles John Holmes,GB,GBR,1908,10
Charles John Holmes,GB,GBR,1909,19
Charles John Holmes,GB,GBR,1910,24
Charles John Holmes,GB,GBR,1911,45
Charles John Holmes,GB,GBR,1912,8
Charles John Holmes,GB,GBR,1913,43
Charles John Holmes,GB,GBR,1914,14
Charles John Holmes,GB,GBR,1915,16
Charles John Holmes,IT,ITA,1912,2
Charles John Holmes,IT,ITA,1914,2
Charles John Stokoe,GB,GBR,1909,6
Charles John Watson,IT,ITA,1909,4
Charles Joseph Apy-Vivès,FR,FRA,1906,10
Charles Joseph Lameire,FR,FRA,1911,3
Charles Joseph Watelet,DE,DEU,1908,2
Charles Jouas,FR,FRA,1905,22
Charles Jouas,FR,FRA,1906,1
Charles Jouas,FR,FRA,1907,16
Charles Jouas,FR,FRA,1913,22
Charles Kvapil,BE,BEL,1914,2
Charles L. Bentley,GB,GBR,1908,6
Charles L. Mitchell,US,USA,1914,1
Charles Lacaze,FR,FRA,1907,3
Charles Lacoste,BE,BEL,1907,10
Charles Lacoste,BE,BEL,1913,1
Charles Lacoste,FR,FRA,1905,8
Charles Lacoste,FR,FRA,1906,14
Charles Lacoste,FR,FRA,1907,14
Charles Lacoste,FR,FRA,1909,2
Charles Lacoste,FR,FRA,1911,8
Charles Lacoste,FR,FRA,1912,6
Charles Lacoste,FR,FRA,1913,8
Charles Lacoste,FR,FRA,1914,4
Charles Lacoste,LV,,1909,6
Charles Lacoste,LV,,1910,12
Charles Lacoste,RU,RUS,1909,6
Charles Lacoste,RU,RUS,1910,18
Charles Lacoste,UA,UKR,1909,12
Charles Lacoste,UA,UKR,1910,24
Charles Lambert Colijn Thomson,GB,GBR,1906,4
Charles Lambert Colijn Thomson,GB,GBR,1908,12
Charles Lambert Colijn Thomson,GB,GBR,1909,2
Charles Lambert Colijn Thomson,GB,GBR,1910,2
Charles Lambert Colijn Thomson,GB,GBR,1911,2
Charles Landelle,FR,FRA,1912,4
Charles Liozu,FR,FRA,1907,16
Charles Malfait,BE,BEL,1913,1
Charles March Gere,GB,GBR,1910,8
Charles March Gere,GB,GBR,1911,24
Charles March Gere,GB,GBR,1912,79
Charles March Gere,GB,GBR,1913,32
Charles March Gere,GB,GBR,1914,26
Charles March Gere,GB,GBR,1915,22
Charles Marie Dulac,FR,FRA,1912,2
Charles Martel,FR,FRA,1907,10
Charles Maurin,FR,FRA,1907,1
Charles Maurin,FR,FRA,1910,4
Charles Mertens,AT,AUT,1908,6
Charles Mertens,BE,BEL,1908,24
Charles Mertens,BE,BEL,1913,8
Charles Mertens,DE,DEU,1908,4
Charles Mertens,DE,DEU,1914,4
Charles Mertens,GB,GBR,1915,2
Charles Mertens,IT,ITA,1907,2
Charles Michel,BE,BEL,1908,16
Charles Michel,BE,BEL,1914,6
Charles Michel,DE,DEU,1908,2
Charles Monginot,FR,FRA,1912,2
Charles Montague Parrott,GB,GBR,1911,6
Charles Morris Young,HU,HUN,1905,4
Charles Morris Young,US,USA,1905,2
Charles Morris Young,US,USA,1910,1
Charles Morris Young,US,USA,1911,2
Charles Morris Young,US,USA,1912,2
Charles Morris Young,US,USA,1913,2
Charles Morris Young,US,USA,1914,2
Charles Napier Hemy,IT,ITA,1914,2
Charles Napier Hemy,US,USA,1914,1
Charles Navetto,FR,FRA,1911,9
Charles Neil Knight,IT,ITA,1908,1
Charles Oppenheimer,CZ,CZE,1913,2
Charles P. Reiffel,US,USA,1915,2
Charles Paul Renouard,BE,BEL,1913,1
Charles Paul Renouard,FR,FRA,1907,4
Charles Paul Renouard,FR,FRA,1910,302
Charles Paul Renouard,FR,FRA,1912,2
Charles Peccatte,FR,FRA,1905,8
Charles Peccatte,FR,FRA,1906,5
Charles Pellegrin,NL,NLD,1912,2
Charles R. Harley,US,USA,1913,2
Charles René Darrieux,BE,BEL,1913,1
Charles Rivière,BE,BEL,1913,1
Charles Robert Ashbee,AT,AUT,1905,4
Charles Rochussen,NL,NLD,1907,1
Charles Rosen,US,USA,1905,2
Charles Rosen,US,USA,1910,2
Charles Rosen,US,USA,1911,2
Charles Rosen,US,USA,1912,2
Charles Rosen,US,USA,1913,1
Charles Rosen,US,USA,1914,2
Charles Roskam,NL,NLD,1905,1
Charles Royer,FR,FRA,1906,1
Charles S. Ricketts,AT,AUT,1909,2
Charles S. Ricketts,HU,HUN,1905,2
Charles S. Ricketts,IT,ITA,1912,2
Charles Saunier,FR,FRA,1907,1
Charles Sheeler,US,USA,1913,16
Charles Sidney Cheston,GB,GBR,1909,8
Charles Sidney Cheston,GB,GBR,1910,8
Charles Sidney Cheston,GB,GBR,1911,10
Charles Sidney Cheston,GB,GBR,1912,10
Charles Sidney Cheston,GB,GBR,1913,12
Charles Sidney Cheston,GB,GBR,1914,2
Charles Sidney Cheston,GB,GBR,1915,6
Charles Sims,BE,BEL,1913,1
Charles Sims,FR,FRA,1912,2
Charles Sims,GB,GBR,1905,2
Charles Sims,GB,GBR,1913,2
Charles Sims,IT,ITA,1912,4
Charles Sims,IT,ITA,1914,6
Charles Sims,NL,NLD,1912,1
Charles Sims,US,USA,1905,1
Charles Sims,US,USA,1911,1
Charles Sims,US,USA,1912,1
Charles Sims,US,USA,1913,1
Charles Sims,US,USA,1914,1
Charles Smith,GB,GBR,1908,2
Charles Somerville,GB,GBR,1908,10
Charles Spencer,GB,GBR,1909,6
Charles Sprague Pearce,US,USA,1910,1
Charles Stabb,GB,GBR,1905,2
Charles Stabb,GB,GBR,1906,2
Charles Stabb,GB,GBR,1907,6
Charles Stabb,GB,GBR,1908,2
Charles Stabb,GB,GBR,1909,6
Charles Stabb,GB,GBR,1910,6
Charles Stabb,GB,GBR,1911,8
Charles Stabb,GB,GBR,1912,2
Charles Stabb,GB,GBR,1913,5
Charles Stabb,GB,GBR,1914,2
Charles Sydney Hopkinson,US,USA,1905,1
Charles Sydney Hopkinson,US,USA,1910,1
Charles Sydney Hopkinson,US,USA,1911,1
Charles Sydney Hopkinson,US,USA,1912,1
Charles Sydney Hopkinson,US,USA,1913,8
Charles Taylor,US,USA,1910,1
Charles Taylor,US,USA,1912,1
Charles Taylor,US,USA,1914,1
Charles Theunissen,BE,BEL,1908,8
Charles Theunissen,BE,BEL,1913,3
Charles Theunissen,BE,BEL,1914,4
Charles Theunissen,DE,DEU,1905,3
Charles Theunissen,NL,NLD,1907,1
Charles Théodore Frère,FR,FRA,1906,2
Charles Tichon,NL,NLD,1914,2
Charles Tooby,AT,AUT,1907,2
Charles Tooby,DE,DEU,1905,14
Charles Tooby,DE,DEU,1906,18
Charles Tooby,DE,DEU,1907,105
Charles Tooby,DE,DEU,1908,8
Charles Tooby,DE,DEU,1909,3
Charles Tooby,DE,DEU,1910,17
Charles Tooby,DE,DEU,1911,13
Charles Tooby,DE,DEU,1912,10
Charles Tooby,DE,DEU,1913,5
Charles Tooby,DE,DEU,1914,4
Charles Tooby,GB,GBR,1906,1
Charles Tooby,IT,ITA,1909,4
Charles Tooby,US,USA,1905,1
Charles Topham Davidson,GB,GBR,1911,6
Charles Vetter,AT,AUT,1907,1
Charles Vetter,DE,DEU,1905,6
Charles Vetter,DE,DEU,1906,12
Charles Vetter,DE,DEU,1907,13
Charles Vetter,DE,DEU,1908,8
Charles Vetter,DE,DEU,1909,2
Charles Vetter,DE,DEU,1910,10
Charles Vetter,DE,DEU,1911,8
Charles Vetter,DE,DEU,1912,9
Charles Vetter,DE,DEU,1913,4
Charles Vetter,DE,DEU,1914,10
Charles Vetter,DE,DEU,1915,6
Charles Vetter,GB,GBR,1906,1
Charles Vezin,US,USA,1911,1
Charles Vilette,DE,DEU,1912,2
Charles Vilette,GB,GBR,1912,2
Charles Vilette,GB,GBR,1914,3
Charles W. Johnson,GB,GBR,1911,4
Charles Wagmann,BE,BEL,1909,20
Charles Walter Simpson,GB,GBR,1910,2
Charles Warren Eaton,US,USA,1905,2
Charles Warren Eaton,US,USA,1911,1
Charles Warren Eaton,US,USA,1912,1
Charles Weisser,BE,BEL,1913,1
Charles Wellington Furse,IT,ITA,1905,2
Charles Welti,DE,DEU,1905,3
Charles Wilda,DE,DEU,1905,3
Charles Wilda,IT,ITA,1907,2
Charles William Bartlett,IT,ITA,1909,2
Charles William Wyllie,US,USA,1905,1
Charles Wooll Fairfield,GB,GBR,1908,10
Charles de Fontenay,FR,FRA,1911,3
Charles de Fontenay,HU,HUN,1911,45
Charles de Tholey,DE,DEU,1913,2
Charles van der Stappen,DE,DEU,1908,2
Charles Émile Jacque,HU,HUN,1913,1
Charles Émile Jacque,RU,RUS,1912,2
Charles Étienne Péquin,FR,FRA,1906,4
Charles-Auguste Edelmann,FR,FRA,1913,8
Charles-Edmond Kayser,FR,FRA,1905,6
Charles-François-Prosper Guérin,AT,AUT,1909,6
Charles-François-Prosper Guérin,BE,BEL,1908,10
Charles-François-Prosper Guérin,BE,BEL,1909,8
Charles-François-Prosper Guérin,BE,BEL,1911,4
Charles-François-Prosper Guérin,BE,BEL,1913,2
Charles-François-Prosper Guérin,CH,CHE,1908,4
Charles-François-Prosper Guérin,DE,DEU,1907,4
Charles-François-Prosper Guérin,DE,DEU,1910,2
Charles-François-Prosper Guérin,DE,DEU,1911,6
Charles-François-Prosper Guérin,FR,FRA,1905,10
Charles-François-Prosper Guérin,FR,FRA,1906,26
Charles-François-Prosper Guérin,FR,FRA,1907,10
Charles-François-Prosper Guérin,FR,FRA,1908,3
Charles-François-Prosper Guérin,FR,FRA,1910,62
Charles-François-Prosper Guérin,FR,FRA,1911,5
Charles-François-Prosper Guérin,FR,FRA,1912,12
Charles-François-Prosper Guérin,FR,FRA,1913,3
Charles-François-Prosper Guérin,FR,FRA,1914,4
Charles-François-Prosper Guérin,IT,ITA,1905,2
Charles-François-Prosper Guérin,IT,ITA,1913,2
Charles-François-Prosper Guérin,LV,,1909,4
Charles-François-Prosper Guérin,LV,,1910,8
Charles-François-Prosper Guérin,NL,NLD,1912,1
Charles-François-Prosper Guérin,RU,RUS,1909,4
Charles-François-Prosper Guérin,RU,RUS,1910,12
Charles-François-Prosper Guérin,RU,RUS,1912,2
Charles-François-Prosper Guérin,UA,UKR,1909,8
Charles-François-Prosper Guérin,UA,UKR,1910,16
Charles-François-Prosper Guérin,US,USA,1913,4
Charles-Henri-Gaston Dagnac-Riviere,CH,CHE,1906,4
Charles-Henri-Gaston Dagnac-Riviere,DE,DEU,1905,3
Charles-Henri-Gaston Dagnac-Riviere,DE,DEU,1907,12
Charles-Henri-Gaston Dagnac-Riviere,FR,FRA,1907,8
Charles-Henri-Gaston Dagnac-Riviere,FR,FRA,1908,12
Charles-Henri-Gaston Dagnac-Riviere,NL,NLD,1912,3
Charles-Jean Agard,FR,FRA,1905,20
Charles-Jean Agard,FR,FRA,1907,10
Charles-Jules Duvent,BE,BEL,1913,2
Charles-Jules Duvent,DE,DEU,1905,3
Charles-Jules Duvent,IT,ITA,1905,8
Charles-Jules Duvent,US,USA,1905,2
Charles-Louis Geoffroy-Dechaume,GB,GBR,1911,18
Charles-Louis-Eugène Assézat de Bouteyre,FR,FRA,1908,2
Charles-Louis-M. Houdard,BE,BEL,1914,2
Charles-Lucien Léandre,BE,BEL,1913,2
Charles-Lucien Léandre,FR,FRA,1904,9
Charles-Lucien Léandre,FR,FRA,1911,1
Charles-Lucien Léandre,FR,FRA,1912,2
Charles-Lucien Léandre,RU,RUS,1906,5
Charles-Lucien Léandre,SE,SWE,1910,5
Charles-Léon Godeby,FR,FRA,1908,60
Charles-Philippe Schott,BE,BEL,1914,4
Charles-Théodore Bernier,BE,BEL,1914,2
Charles-Émile Cuisin,FR,FRA,1912,4
Charley Toorop,NL,NLD,1909,2
Charley Toorop,NL,NLD,1911,15
Charley Toorop,NL,NLD,1912,3
Charley Toorop,NL,NLD,1913,8
Charley Toorop,NL,NLD,1914,12
Charlotte A. Vivian,GB,GBR,1909,6
Charlotte Besnard,AT,AUT,1910,3
Charlotte Boom-Pothuis,NL,NLD,1905,4
Charlotte Boom-Pothuis,NL,NLD,1907,5
Charlotte Boom-Pothuis,NL,NLD,1908,6
Charlotte Boom-Pothuis,NL,NLD,1909,8
Charlotte Boom-Pothuis,NL,NLD,1910,6
Charlotte Boom-Pothuis,NL,NLD,1911,6
Charlotte Boom-Pothuis,NL,NLD,1912,1
Charlotte Boom-Pothuis,NL,NLD,1914,2
Charlotte Buell Coman,US,USA,1910,1
Charlotte Buell Coman,US,USA,1911,1
Charlotte Buell Coman,US,USA,1912,1
Charlotte Chauchet Guillere,BE,BEL,1913,1
Charlotte Chauchet Guillere,CH,CHE,1906,6
Charlotte Chauchet Guillere,DE,DEU,1907,6
Charlotte Chauchet Guillere,FR,FRA,1905,6
Charlotte Chauchet Guillere,FR,FRA,1906,2
Charlotte Chauchet Guillere,FR,FRA,1907,4
Charlotte Chauchet Guillere,IT,ITA,1905,2
Charlotte Chauchet Guillere,IT,ITA,1906,3
Charlotte Chauchet Guillere,US,USA,1905,1
Charlotte Constance Wahlström,DE,DEU,1905,12
Charlotte Constance Wahlström,HU,HUN,1906,6
Charlotte Corinth,DE,DEU,1906,2
Charlotte Corinth,DE,DEU,1907,4
Charlotte Corinth,DE,DEU,1908,2
Charlotte Corinth,DE,DEU,1909,2
Charlotte Corinth,DE,DEU,1910,8
Charlotte Corinth,DE,DEU,1911,4
Charlotte Corinth,DE,DEU,1912,6
Charlotte Corinth,DE,DEU,1913,3
Charlotte Corinth,DE,DEU,1914,4
Charlotte Corinth,DE,DEU,1915,4
Charlotte Gardelle,FR,FRA,1906,2
Charlotte Katharine McCausland,GB,GBR,1909,6
Charlotte Mary Thompson,GB,GBR,1908,10
Charlotte Meltzer,US,USA,1913,6
Charlotte Naumann,DE,DEU,1906,1
Charlotte Naumann,DE,DEU,1910,3
Charlotte Naumann,DE,DEU,1912,1
Charlotte Popert,IT,ITA,1906,2
Charlotte Popert,IT,ITA,1908,1
Charlotte Stuten,NL,NLD,1905,1
Charlotte Thompson,GB,GBR,1909,4
Charlotte-G. MacLaren,FR,FRA,1907,1
Chas. Drake,GB,GBR,1909,6
Chauncey Foster Ryder,US,USA,1911,1
Chauncey Foster Ryder,US,USA,1912,1
Chauncey Foster Ryder,US,USA,1913,2
Chauncey Foster Ryder,US,USA,1914,1
Chester Beach,US,USA,1913,2
Chikuha Otake,NL,NLD,1912,1
Childe Hassam,BE,BEL,1905,6
Childe Hassam,DE,DEU,1905,9
Childe Hassam,IT,ITA,1909,2
Childe Hassam,US,USA,1905,1
Childe Hassam,US,USA,1910,38
Childe Hassam,US,USA,1911,2
Childe Hassam,US,USA,1912,2
Childe Hassam,US,USA,1913,28
Childe Hassam,US,USA,1914,46
Chris Adams,GB,GBR,1911,6
Christabel M. Dennison,GB,GBR,1911,6
Christiaan Hendrik Hammes,NL,NLD,1907,6
Christiaan Hendrik Hammes,NL,NLD,1908,6
Christiaan Hendrik Hammes,NL,NLD,1909,13
Christiaan Hendrik Hammes,NL,NLD,1910,8
Christiaan Hendrik Hammes,NL,NLD,1911,4
Christiaan Hendrik Hammes,NL,NLD,1912,2
Christiaan Huidekoper,NL,NLD,1910,16
Christiaan Huidekoper,NL,NLD,1911,14
Christiaan Huidekoper,NL,NLD,1914,8
Christiaan Johannes Addicks,BE,BEL,1913,1
Christiaan Johannes Addicks,NL,NLD,1907,1
Christiaan Johannes Addicks,NL,NLD,1909,3
Christiaan Johannes Addicks,NL,NLD,1912,1
Christiaan Johannes Addicks,NL,NLD,1913,1
Christian Adam Landenberger,AT,AUT,1905,2
Christian Adam Landenberger,AT,AUT,1907,1
Christian Adam Landenberger,DE,DEU,1905,10
Christian Adam Landenberger,DE,DEU,1906,4
Christian Adam Landenberger,DE,DEU,1907,4
Christian Adam Landenberger,DE,DEU,1908,54
Christian Adam Landenberger,DE,DEU,1910,15
Christian Adam Landenberger,DE,DEU,1911,14
Christian Adam Landenberger,DE,DEU,1912,10
Christian Adam Landenberger,DE,DEU,1913,3
Christian Adam Landenberger,DE,DEU,1914,6
Christian Adam Landenberger,DE,DEU,1915,6
Christian Adam Landenberger,HU,HUN,1905,2
Christian Adam Landenberger,IT,ITA,1905,2
Christian Adam Landenberger,IT,ITA,1909,4
Christian Adolf Schreyer,DE,DEU,1910,1
Christian Adolf Schreyer,GB,GBR,1913,1
Christian Cornelius Krohn,LV,,1910,4
Christian Cornelius Krohn,RU,RUS,1910,6
Christian Cornelius Krohn,RU,RUS,1911,3
Christian Cornelius Krohn,RU,RUS,1912,7
Christian Cornelius Krohn,RU,RUS,1915,4
Christian Cornelius Krohn,UA,UKR,1910,8
Christian Friedrich Conradin,DE,DEU,1905,2
Christian Friedrich Conradin,DE,DEU,1906,2
Christian Friedrich Conradin,DE,DEU,1907,4
Christian Friedrich Conradin,DE,DEU,1908,2
Christian Friedrich Conradin,DE,DEU,1909,4
Christian Friedrich Conradin,DE,DEU,1911,1
Christian Friedrich Conradin,HU,HUN,1910,2
Christian J. Walter,US,USA,1911,1
Christian J. Walter,US,USA,1913,1
Christian Krohg,GB,GBR,1913,6
Christian Krohg,IT,ITA,1907,4
Christian Krohg,IT,ITA,1914,10
Christian Krohg,US,USA,1912,9
Christian Kröner,DE,DEU,1909,4
Christian Kröner,DE,DEU,1911,1
Christian Köhler,DE,DEU,1906,3
Christian Leibbrandt,NL,NLD,1911,2
Christian Ludwig Bokelmann,DE,DEU,1906,3
Christian Maximilian Baer,DE,DEU,1905,3
Christian Maximilian Baer,DE,DEU,1907,1
Christian Rohlfs,AT,AUT,1910,44
Christian Rohlfs,DE,DEU,1905,10
Christian Rohlfs,DE,DEU,1906,4
Christian Rohlfs,DE,DEU,1907,4
Christian Rohlfs,DE,DEU,1908,8
Christian Rohlfs,DE,DEU,1909,20
Christian Rohlfs,DE,DEU,1910,18
Christian Rohlfs,DE,DEU,1911,7
Christian Rohlfs,DE,DEU,1912,3
Christian Rohlfs,DE,DEU,1913,3
Christian Rohlfs,DE,DEU,1914,5
Christian Skredsvig,FR,FRA,1912,2
Christian Skredsvig,GB,GBR,1913,4
Christian Skredsvig,HU,HUN,1906,4
Christian Skredsvig,IT,ITA,1907,2
Christian Skredsvig,US,USA,1912,3
Christian Speyer,DE,DEU,1905,3
Christian Speyer,DE,DEU,1906,5
Christian Speyer,DE,DEU,1908,2
Christian Speyer,DE,DEU,1911,2
Christian Speyer,DE,DEU,1915,2
Christian Stüttgen,NL,NLD,1912,1
Christian Vigilius Blache,DE,DEU,1905,6
Christian Wilhelm Ernst Dietrich,FR,FRA,1910,1
Christian Zacho,DE,DEU,1905,6
Christina Abigael van der Willigen,NL,NLD,1907,5
Christina Abigael van der Willigen,NL,NLD,1909,3
Christina Abigael van der Willigen,NL,NLD,1910,6
Christina Abigael van der Willigen,NL,NLD,1911,2
Christina Abigael van der Willigen,NL,NLD,1912,6
Christina Abigael van der Willigen,NL,NLD,1914,10
Christina Rudofine van Pesch,NL,NLD,1909,3
Christina Rudofine van Pesch,NL,NLD,1910,2
Christina Rudofine van Pesch,NL,NLD,1911,4
Christina Rudofine van Pesch,NL,NLD,1914,2
Christina Sophia Antonia Moret,NL,NLD,1909,2
Christina Sophia Antonia Moret,NL,NLD,1910,2
Christo Ivanov Berberov,IT,ITA,1910,2
Christof Drexel,DE,DEU,1915,4
Christoffel Bisschop,DE,DEU,1905,6
Christoffel Bisschop,DE,DEU,1907,1
Christoffel Bisschop,IT,ITA,1907,2
Christoffel Bisschop,NL,NLD,1905,1
Christoffel Bisschop,NL,NLD,1907,1
Christoph Amberger,DE,DEU,1906,3
Christopher Caspar Andreas Wilhelm Munthe,NL,NLD,1907,1
Christopher Nevinson,GB,GBR,1911,6
Christopher Nevinson,GB,GBR,1912,4
Christopher Nevinson,GB,GBR,1913,12
Christopher Nevinson,GB,GBR,1914,8
Christopher Nevinson,GB,GBR,1915,15
Christopher Thomas Stevens,GB,GBR,1911,4
Christopher William Strange,GB,GBR,1908,6
Christopher William Strange,GB,GBR,1909,6
Christopher William Strange,GB,GBR,1913,6
Christopher William Strange,GB,GBR,1914,4
Christopher William Strange,GB,GBR,1915,2
Cilius Johannes Conrad Andersen,DE,DEU,1905,3
Cipriano Cei,IT,ITA,1906,1
Cipriano Efisio Oppo,IT,ITA,1913,2
Cipriano Efisio Oppo,IT,ITA,1914,11
Cipriano Efisio Oppo,IT,ITA,1915,5
Ciro Banchieri,IT,ITA,1906,1
Claggett Wilson,US,USA,1913,5
Claire Sachsse,DE,DEU,1914,2
Clara Elisabeth Fischer,DE,DEU,1907,2
Clara Elisabeth Fischer,DE,DEU,1908,4
Clara Elisabeth Fischer,DE,DEU,1910,5
Clara Elisabeth Fischer,DE,DEU,1912,2
Clara Elisabeth Fischer,DE,DEU,1913,6
Clara Gumpertz,AT,AUT,1907,2
Clara Gumpertz,AT,AUT,1910,3
Clara Gumpertz,DE,DEU,1913,6
Clara Gumpertz,IT,ITA,1908,1
